nombre,ruta_completa,ruta_relativa,directorio_padre,tipo,extension,mime_type,tamano,fecha_modificacion,fecha_creacion,permisos,profundidad,categoria,dimension
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Junio\planta,Institucional\web scrapping\personal utem\2023\Junio\planta,Institucional\web scrapping\personal utem\2023\Junio,Directorio,,,27.66 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Junio_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Junio\planta\planta_Junio_2023.csv,Institucional\web scrapping\personal utem\2023\Junio\planta\planta_Junio_2023.csv,Institucional\web scrapping\personal utem\2023\Junio\planta,Archivo,.csv,application/vnd.ms-excel,27.66 KB,2025-02-15 23:25:20,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Marzo,streamlit_app\Institucional\web scrapping\personal utem\2023\Marzo,Institucional\web scrapping\personal utem\2023\Marzo,Institucional\web scrapping\personal utem\2023,Directorio,,,201.02 KB,2025-03-06 17:24:52,2025-03-06 17:24:52,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2023\Marzo\contrata,Institucional\web scrapping\personal utem\2023\Marzo\contrata,Institucional\web scrapping\personal utem\2023\Marzo,Directorio,,,171.03 KB,2025-03-06 17:24:52,2025-03-06 17:24:52,777,5,Institucional,Tecnologías de la Información
contrata_Marzo_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Marzo\contrata\contrata_Marzo_2023.csv,Institucional\web scrapping\personal utem\2023\Marzo\contrata\contrata_Marzo_2023.csv,Institucional\web scrapping\personal utem\2023\Marzo\contrata,Archivo,.csv,application/vnd.ms-excel,171.03 KB,2025-02-15 23:24:57,2025-03-06 17:24:52,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Marzo\planta,Institucional\web scrapping\personal utem\2023\Marzo\planta,Institucional\web scrapping\personal utem\2023\Marzo,Directorio,,,29.99 KB,2025-03-06 17:24:52,2025-03-06 17:24:52,777,5,Institucional,Tecnologías de la Información
planta_Marzo_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Marzo\planta\planta_Marzo_2023.csv,Institucional\web scrapping\personal utem\2023\Marzo\planta\planta_Marzo_2023.csv,Institucional\web scrapping\personal utem\2023\Marzo\planta,Archivo,.csv,application/vnd.ms-excel,29.99 KB,2025-02-15 23:24:49,2025-03-06 17:24:52,666,6,Institucional,Tecnologías de la Información
Mayo,streamlit_app\Institucional\web scrapping\personal utem\2023\Mayo,Institucional\web scrapping\personal utem\2023\Mayo,Institucional\web scrapping\personal utem\2023,Directorio,,,212.14 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2023\Mayo\contrata,Institucional\web scrapping\personal utem\2023\Mayo\contrata,Institucional\web scrapping\personal utem\2023\Mayo,Directorio,,,184.18 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Mayo_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Mayo\contrata\contrata_Mayo_2023.csv,Institucional\web scrapping\personal utem\2023\Mayo\contrata\contrata_Mayo_2023.csv,Institucional\web scrapping\personal utem\2023\Mayo\contrata,Archivo,.csv,application/vnd.ms-excel,184.18 KB,2025-02-15 23:25:18,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Mayo\planta,Institucional\web scrapping\personal utem\2023\Mayo\planta,Institucional\web scrapping\personal utem\2023\Mayo,Directorio,,,27.97 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Mayo_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Mayo\planta\planta_Mayo_2023.csv,Institucional\web scrapping\personal utem\2023\Mayo\planta\planta_Mayo_2023.csv,Institucional\web scrapping\personal utem\2023\Mayo\planta,Archivo,.csv,application/vnd.ms-excel,27.97 KB,2025-02-15 23:25:09,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Noviembre,streamlit_app\Institucional\web scrapping\personal utem\2023\Noviembre,Institucional\web scrapping\personal utem\2023\Noviembre,Institucional\web scrapping\personal utem\2023,Directorio,,,207.40 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2023\Noviembre\contrata,Institucional\web scrapping\personal utem\2023\Noviembre\contrata,Institucional\web scrapping\personal utem\2023\Noviembre,Directorio,,,180.43 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Noviembre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Noviembre\contrata\contrata_Noviembre_2023.csv,Institucional\web scrapping\personal utem\2023\Noviembre\contrata\contrata_Noviembre_2023.csv,Institucional\web scrapping\personal utem\2023\Noviembre\contrata,Archivo,.csv,application/vnd.ms-excel,180.43 KB,2025-02-15 23:26:24,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Noviembre\planta,Institucional\web scrapping\personal utem\2023\Noviembre\planta,Institucional\web scrapping\personal utem\2023\Noviembre,Directorio,,,26.97 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Noviembre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Noviembre\planta\planta_Noviembre_2023.csv,Institucional\web scrapping\personal utem\2023\Noviembre\planta\planta_Noviembre_2023.csv,Institucional\web scrapping\personal utem\2023\Noviembre\planta,Archivo,.csv,application/vnd.ms-excel,26.97 KB,2025-02-15 23:26:13,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Octubre,streamlit_app\Institucional\web scrapping\personal utem\2023\Octubre,Institucional\web scrapping\personal utem\2023\Octubre,Institucional\web scrapping\personal utem\2023,Directorio,,,210.65 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2023\Octubre\contrata,Institucional\web scrapping\personal utem\2023\Octubre\contrata,Institucional\web scrapping\personal utem\2023\Octubre,Directorio,,,183.73 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Octubre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Octubre\contrata\contrata_Octubre_2023.csv,Institucional\web scrapping\personal utem\2023\Octubre\contrata\contrata_Octubre_2023.csv,Institucional\web scrapping\personal utem\2023\Octubre\contrata,Archivo,.csv,application/vnd.ms-excel,183.73 KB,2025-02-15 23:26:11,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Octubre\planta,Institucional\web scrapping\personal utem\2023\Octubre\planta,Institucional\web scrapping\personal utem\2023\Octubre,Directorio,,,26.92 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Octubre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Octubre\planta\planta_Octubre_2023.csv,Institucional\web scrapping\personal utem\2023\Octubre\planta\planta_Octubre_2023.csv,Institucional\web scrapping\personal utem\2023\Octubre\planta,Archivo,.csv,application/vnd.ms-excel,26.92 KB,2025-02-15 23:26:03,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Septiembre,streamlit_app\Institucional\web scrapping\personal utem\2023\Septiembre,Institucional\web scrapping\personal utem\2023\Septiembre,Institucional\web scrapping\personal utem\2023,Directorio,,,207.47 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2023\Septiembre\contrata,Institucional\web scrapping\personal utem\2023\Septiembre\contrata,Institucional\web scrapping\personal utem\2023\Septiembre,Directorio,,,179.84 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Septiembre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Septiembre\contrata\contrata_Septiembre_2023.csv,Institucional\web scrapping\personal utem\2023\Septiembre\contrata\contrata_Septiembre_2023.csv,Institucional\web scrapping\personal utem\2023\Septiembre\contrata,Archivo,.csv,application/vnd.ms-excel,179.84 KB,2025-02-15 23:26:01,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2023\Septiembre\planta,Institucional\web scrapping\personal utem\2023\Septiembre\planta,Institucional\web scrapping\personal utem\2023\Septiembre,Directorio,,,27.62 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Septiembre_2023.csv,streamlit_app\Institucional\web scrapping\personal utem\2023\Septiembre\planta\planta_Septiembre_2023.csv,Institucional\web scrapping\personal utem\2023\Septiembre\planta\planta_Septiembre_2023.csv,Institucional\web scrapping\personal utem\2023\Septiembre\planta,Archivo,.csv,application/vnd.ms-excel,27.62 KB,2025-02-15 23:25:50,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
2024,streamlit_app\Institucional\web scrapping\personal utem\2024,Institucional\web scrapping\personal utem\2024,Institucional\web scrapping\personal utem,Directorio,,,3.39 MB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,3,Institucional,Tecnologías de la Información
Abril,streamlit_app\Institucional\web scrapping\personal utem\2024\Abril,Institucional\web scrapping\personal utem\2024\Abril,Institucional\web scrapping\personal utem\2024,Directorio,,,290.39 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2024\Abril\contrata,Institucional\web scrapping\personal utem\2024\Abril\contrata,Institucional\web scrapping\personal utem\2024\Abril,Directorio,,,252.73 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Abril_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Abril\contrata\contrata_Abril_2024.csv,Institucional\web scrapping\personal utem\2024\Abril\contrata\contrata_Abril_2024.csv,Institucional\web scrapping\personal utem\2024\Abril\contrata,Archivo,.csv,application/vnd.ms-excel,252.73 KB,2025-02-15 23:28:05,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2024\Abril\planta,Institucional\web scrapping\personal utem\2024\Abril\planta,Institucional\web scrapping\personal utem\2024\Abril,Directorio,,,37.66 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Abril_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Abril\planta\planta_Abril_2024.csv,Institucional\web scrapping\personal utem\2024\Abril\planta\planta_Abril_2024.csv,Institucional\web scrapping\personal utem\2024\Abril\planta,Archivo,.csv,application/vnd.ms-excel,37.66 KB,2025-02-15 23:27:52,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Agosto,streamlit_app\Institucional\web scrapping\personal utem\2024\Agosto,Institucional\web scrapping\personal utem\2024\Agosto,Institucional\web scrapping\personal utem\2024,Directorio,,,180.79 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2024\Agosto\contrata,Institucional\web scrapping\personal utem\2024\Agosto\contrata,Institucional\web scrapping\personal utem\2024\Agosto,Directorio,,,141.53 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Agosto_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Agosto\contrata\contrata_Agosto_2024.csv,Institucional\web scrapping\personal utem\2024\Agosto\contrata\contrata_Agosto_2024.csv,Institucional\web scrapping\personal utem\2024\Agosto\contrata,Archivo,.csv,application/vnd.ms-excel,141.53 KB,2025-02-15 23:29:19,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2024\Agosto\planta,Institucional\web scrapping\personal utem\2024\Agosto\planta,Institucional\web scrapping\personal utem\2024\Agosto,Directorio,,,39.25 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Agosto_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Agosto\planta\planta_Agosto_2024.csv,Institucional\web scrapping\personal utem\2024\Agosto\planta\planta_Agosto_2024.csv,Institucional\web scrapping\personal utem\2024\Agosto\planta,Archivo,.csv,application/vnd.ms-excel,39.25 KB,2025-02-15 23:29:10,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Diciembre,streamlit_app\Institucional\web scrapping\personal utem\2024\Diciembre,Institucional\web scrapping\personal utem\2024\Diciembre,Institucional\web scrapping\personal utem\2024,Directorio,,,308.66 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2024\Diciembre\contrata,Institucional\web scrapping\personal utem\2024\Diciembre\contrata,Institucional\web scrapping\personal utem\2024\Diciembre,Directorio,,,269.59 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Diciembre_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Diciembre\contrata\contrata_Diciembre_2024.csv,Institucional\web scrapping\personal utem\2024\Diciembre\contrata\contrata_Diciembre_2024.csv,Institucional\web scrapping\personal utem\2024\Diciembre\contrata,Archivo,.csv,application/vnd.ms-excel,269.59 KB,2025-02-15 23:30:48,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2024\Diciembre\planta,Institucional\web scrapping\personal utem\2024\Diciembre\planta,Institucional\web scrapping\personal utem\2024\Diciembre,Directorio,,,39.07 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
planta_Diciembre_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Diciembre\planta\planta_Diciembre_2024.csv,Institucional\web scrapping\personal utem\2024\Diciembre\planta\planta_Diciembre_2024.csv,Institucional\web scrapping\personal utem\2024\Diciembre\planta,Archivo,.csv,application/vnd.ms-excel,39.07 KB,2025-02-15 23:30:29,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
Enero,streamlit_app\Institucional\web scrapping\personal utem\2024\Enero,Institucional\web scrapping\personal utem\2024\Enero,Institucional\web scrapping\personal utem\2024,Directorio,,,303.19 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2024\Enero\contrata,Institucional\web scrapping\personal utem\2024\Enero\contrata,Institucional\web scrapping\personal utem\2024\Enero,Directorio,,,263.79 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
contrata_Enero_2024.csv,streamlit_app\Institucional\web scrapping\personal utem\2024\Enero\contrata\contrata_Enero_2024.csv,Institucional\web scrapping\personal utem\2024\Enero\contrata\contrata_Enero_2024.csv,Institucional\web scrapping\personal utem\2024\Enero\contrata,Archivo,.csv,application/vnd.ms-excel,263.79 KB,2025-02-15 23:27:14,2025-03-06 17:24:53,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2024\Enero\planta,Institucional\web scrapping\personal utem\2024\Enero\planta,Institucional\web scrapping\personal utem\2024\Enero,Directorio,,,39.40 KB,2025-03-06 17:24:53,2025-03-06 17:24:53,777,5,Institucional,Tecnologías de la Información
